param xcoord :=
1    40
2    45
3    45
4    42
5    42
6    42
7    40
8    40
9    38
10   38
11   35
12   35
13   25
14   22
15   22
16   20
17   20
18   18
19   15
20   15
21   30
22   30
23   28
24   28
25   25
26   25
27   25
28   23
29   23
30   20
31   20
32   10
33   10
34    8
35    8
36    5
37    5
38    2
39    0
40    0
41   35
42   35
43   33
44   33
45   32
46   30
47   30
48   30
49   28
50   28
51   26
52   25
53   25
54   44
55   42
56   42
57   40
58   40
59   38
60   38
61   35
62   50
63   50
64   50
65   48
66   48
67   47
68   47
69   45
70   45
71   95
72   95
73   53
74   92
75   53
76   45
77   90
78   88
79   88
80   87
81   85
82   85
83   75
84   72
85   70
86   68
87   66
88   65
89   65
90   63
91   60
92   60
93   67
94   65
95   65
96   62
97   60
98   60
99   58
100  55
101  55
;

param ycoord :=
1    50
2    68
3    70
4    66
5    68
6    65
7    69
8    66
9    68
10   70
11   66
12   69
13   85
14   75
15   85
16   80
17   85
18   75
19   75
20   80
21   50
22   52
23   52
24   55
25   50
26   52
27   55
28   52
29   55
30   50
31   55
32   35
33   40
34   40
35   45
36   35
37   45
38   40
39   40
40   45
41   30
42   32
43   32
44   35
45   30
46   30
47   32
48   35
49   30
50   35
51   32
52   30
53   35
54    5
55   10
56   15
57    5
58   15
59    5
60   15
61    5
62   30
63   35
64   40
65   30
66   40
67   35
68   40
69   30
70   35
71   30
72   35
73   30
74   30
75   35
76   65
77   35
78   30
79   35
80   30
81   25
82   35
83   55
84   55
85   58
86   60
87   55
88   55
89   60
90   58
91   55
92   60
93   85
94   85
95   82
96   80
97   80
98   85
99   75
100  80
101  85
;

param demand :=
1    0
2    10
3    30
4    10
5    10
6    10
7    20
8    20
9    20
10   10
11   10
12   10
13   20
14   30
15   10
16   40
17   40
18   20
19   20
20   10
21   10
22   20
23   20
24   10
25   10
26   40
27   10
28   10
29   20
30   10
31   10
32   20
33   30
34   40
35   20
36   10
37   10
38   20
39   30
40   20
41   10
42   10
43   20
44   10
45   10
46   10
47   30
48   10
49   10
50   10
51   10
52   10
53   10
54   20
55   40
56   10
57   30
58   40
59   30
60   10
61   20
62   10
63   20
64   50
65   10
66   10
67   10
68   10
69   10
70   10
71   30
72   20
73   10
74   10
75   50
76   20
77   10
78   10
79   20
80   10
81   10
82   30
83   20
84   10
85   20
86   30
87   10
88   20
89   30
90   10
91   10
92   10
93   20
94   40
95   10
96   30
97   10
98   30
99   20
100  10
101  20
;

param ready_time :=
1    0
2    912
3    825
4    65
5    727
6    15
7    621
8    170
9    255
10   534
11   357
12   448
13   652
14   30
15   567
16   384
17   475
18   99
19   179
20   278
21   10
22   914
23   812
24   732
25   65
26   169
27   622
28   261
29   546
30   358
31   449
32   200
33   31
34   87
35   751
36   283
37   665
38   383
39   479
40   567
41   264
42   166
43   68
44   16
45   359
46   541
47   448
48   1054
49   632
50   1001
51   815
52   725
53   912
54   286
55   186
56   95
57   385
58   35
59   471
60   651
61   562
62   531
63   262
64   171
65   632
66   76
67   826
68   12
69   734
70   916
71   387
72   293
73   450
74   478
75   353
76   997
77   203
78   574
79   109
80   668
81   769
82   47
83   369
84   265
85   458
86   555
87   173
88   85
89   645
90   737
91   20
92   836
93   368
94   475
95   285
96   196
97   95
98   561
99   30
100  743
101  647
;

param due_date :=
1    1236
2    967
3    870
4    146
5    782
6    67
7    702
8    225
9    324
10   605
11   410
12   505
13   721
14   92
15   620
16   429
17   528
18   148
19   254
20   345
21   73
22   965
23   883
24   777
25   144
26   224
27   701
28   316
29   593
30   405
31   504
32   237
33   100
34   158
35   816
36   344
37   716
38   434
39   522
40   624
41   321
42   235
43   149
44   80
45   412
46   600
47   509
48   1127
49   693
50   1066
51   880
52   786
53   969
54   347
55   257
56   158
57   436
58   87
59   534
60   740
61   629
62   610
63   317
64   218
65   693
66   129
67   875
68   77
69   777
70   969
71   456
72   360
73   505
74   551
75   412
76   1068
77   260
78   643
79   170
80   731
81   820
82   124
83   420
84   338
85   523
86   612
87   238
88   144
89   708
90   802
91   84
92   889
93   441
94   518
95   336
96   239
97   156
98   622
99   84
100  820
101  726
;

param service_time :=
1    0
2    90
3    90
4    90
5    90
6    90
7    90
8    90
9    90
10   90
11   90
12   90
13   90
14   90
15   90
16   90
17   90
18   90
19   90
20   90
21   90
22   90
23   90
24   90
25   90
26   90
27   90
28   90
29   90
30   90
31   90
32   90
33   90
34   90
35   90
36   90
37   90
38   90
39   90
40   90
41   90
42   90
43   90
44   90
45   90
46   90
47   90
48   90
49   90
50   90
51   90
52   90
53   90
54   90
55   90
56   90
57   90
58   90
59   90
60   90
61   90
62   90
63   90
64   90
65   90
66   90
67   90
68   90
69   90
70   90
71   90
72   90
73   90
74   90
75   90
76   90
77   90
78   90
79   90
80   90
81   90
82   90
83   90
84   90
85   90
86   90
87   90
88   90
89   90
90   90
91   90
92   90
93   90
94   90
95   90
96   90
97   90
98   90
99   90
100  90
101  90
;
